+-------------------------------------------------------------------+-------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------------------------------------------------+
| ID                                                                | Name                                                  | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                                            |
| triumph:advancements/setbonuses/flamesofpride/helmet              | [Flames Of Pride]                                     | Complete the Flames Of Pride set.                                                                                                                                                                                                                                                                                                                                                                                | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/flamesofpride/leggings            | [Flames Of Pride]                                     | Complete the Flames Of Pride set.                                                                                                                                                                                                                                                                                                                                                                                | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/fortuneandglory/boots             | [Fortune and Glory]                                   | Complete the Fortune and Glory set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/fortuneandglory/fortuneandglory   | [Fortune and Glory]                                   | Complete the Fortune and Glory set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/fortuneandglory/leggings          | [Fortune and Glory]                                   | Complete the Fortune and Glory set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/fullearlyarmor                    | [Full Early Armor]                                    | Unlock the Full Early Armor gamestage.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/fullmidarmor                      | [Full Mid Armor]                                      | Unlock the Full Mid Armor gamestage.                                                                                                                                                                                                                                                                                                                                                                             | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/glacialfortitude/boots            | [Glacial Fortitude]                                   | Complete the Glacial Fortitude set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/glacialfortitude/chestplate       | [Glacial Fortitude]                                   | Complete the Glacial Fortitude set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/glacialfortitude/glacialfortitude | [Glacial Fortitude]                                   | Complete the Glacial Fortitude set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/glacialfortitude/helmet           | [Glacial Fortitude]                                   | Complete the Glacial Fortitude set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/glacialfortitude/leggings         | [Glacial Fortitude]                                   | Complete the Glacial Fortitude set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/gladiator                         | [Gladiator]                                           | Complete The Gladiator set.                                                                                                                                                                                                                                                                                                                                                                                      | triumph:advancements/setbonuses/powerfulpunches                   |
| triumph:advancements/setbonuses/gladiolus                         | [Force of Nature]                                     | Craft a Gladiolus                                                                                                                                                                                                                                                                                                                                                                                                | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/goldarmor                         | [Not Entirely Useless]                                | Complete the Not Entirely Useless set.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/setbonuses/chainarmor                        |
| triumph:advancements/setbonuses/gravitite                         | [Moonwalker]                                          | Complete the Moonwalker set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/harbingerofruin                   | [Harbinger of Ruin]                                   | Complete the Harbinger of Ruin set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/hardenedleatherarmor              | [The Apex Hunter]                                     | Complete The Apex Hunter set.                                                                                                                                                                                                                                                                                                                                                                                    | triumph:advancements/setbonuses/tannedleatherarmor                |
| triumph:advancements/setbonuses/hellsinger/boots                  | [Hellsinger boots]                                    | Complete the Hellsinger set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/hellsinger/chestplate             | [Hellsinger chest]                                    | Complete the Hellsinger set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/hellsinger/hellsinger             | [Hellsinger]                                          | Complete the Hellsinger set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/hellsinger/helmet                 | [Hellsinger helm]                                     | Complete the Hellsinger set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/hellsinger/leggings               | [Hellsinger legs]                                     | Complete the Hellsinger set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/hellsinger/mainhand               | [Hellsinger mainhand]                                 | Complete the Hellsinger set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/hellsinger/offhand                | [Hellsinger offhand]                                  | Complete the Hellsinger set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/hitemhardandfast/daggerand        | [Hit Em Hard And Fast]                                | Complete the Hit Em Hard And Fast set.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/setbonuses/attackandprotecc                  |
| triumph:advancements/setbonuses/hitemhardandfast/double           | [Hit Em Hard And Fast]                                | Complete the Hit Em Hard And Fast set.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/setbonuses/attackandprotecc                  |
| triumph:advancements/setbonuses/hitemhardandfast/hitemhardandfast | [Hit Em Hard And Fast]                                | Complete the Hit Em Hard And Fast set.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/setbonuses/attackandprotecc                  |
| triumph:advancements/setbonuses/hitemhardandfast/knifeand         | [Hit Em Hard And Fast]                                | Complete the Hit Em Hard And Fast set.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/setbonuses/attackandprotecc                  |
| triumph:advancements/setbonuses/hitemhardandfast/saberand         | [Hit Em Hard And Fast]                                | Complete the Hit Em Hard And Fast set.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/setbonuses/attackandprotecc                  |
| triumph:advancements/setbonuses/hitemhardandfast/swordand         | [Hit Em Hard And Fast]                                | Complete the Hit Em Hard And Fast set.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/setbonuses/attackandprotecc                  |
| triumph:advancements/setbonuses/icedragonsteelsword               | [Icy Offense]                                         | Craft a Ice Dragonsteel Sword                                                                                                                                                                                                                                                                                                                                                                                    | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/interdimensionalblade             | [Space Rider]                                         | Craft an Interdimensional Blade                                                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/setbonuses/skyblade                          |
| triumph:advancements/setbonuses/ironarmor                         | [The Iron Giant]                                      | Complete The Iron Giant set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/bronzearmor                       |
| triumph:advancements/setbonuses/iwillnotwither                    | [I Will Not Wither]                                   | Complete the I Will Not Wither set.                                                                                                                                                                                                                                                                                                                                                                              | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/leatherarmor                      | [The Hunter]                                          | Complete The Hunter set.                                                                                                                                                                                                                                                                                                                                                                                         | triumph:advancements/setbonuses/bronzearmor                       |
| triumph:advancements/setbonuses/legendaryforger                   | [Legendary Forger]                                    | Become a Legendary Forger by completing all other Perfectly Ready achievements!                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/lightsedge                        | [There Will Be Light]                                 | Craft a Light's Edge                                                                                                                                                                                                                                                                                                                                                                                             | triumph:advancements/setbonuses/mythril                           |
| triumph:advancements/setbonuses/magicalmagnet                     | [Magical Magnet]                                      | Complete the Magical Magnet set.                                                                                                                                                                                                                                                                                                                                                                                 | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/moltenarmor                       | [Hellwalker]                                          | Complete the Hellwalker set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/mythril                           | [A Myth No More]                                      | Complete the A Myth No More set.                                                                                                                                                                                                                                                                                                                                                                                 | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/neptune                           | [Neptune's Gift]                                      | Complete the Neptune's Gift set.                                                                                                                                                                                                                                                                                                                                                                                 | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/obsidianarmor                     | [Heavy Steps]                                         | Complete the Heavy Steps set.                                                                                                                                                                                                                                                                                                                                                                                    | triumph:advancements/setbonuses/awalkingrainbow                   |
| triumph:advancements/setbonuses/onyxarmor                         | [Armor Of The Titans]                                 | Complete the Armor Of The Titans set.                                                                                                                                                                                                                                                                                                                                                                            | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/peridotarmor                      | [Going Green]                                         | Complete the Going Green set.                                                                                                                                                                                                                                                                                                                                                                                    | triumph:advancements/setbonuses/goldarmor                         |
| triumph:advancements/setbonuses/phoenix                           | [From The Ashes]                                      | Complete the From The Ashes set.                                                                                                                                                                                                                                                                                                                                                                                 | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/plaguearmor                       | [Inoculated]                                          | Complete the Inoculated set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/powercouple                       | [Power Couple]                                        | Complete the Power Couple set.                                                                                                                                                                                                                                                                                                                                                                                   | triumph:advancements/setbonuses/awalkingrainbow                   |
| triumph:advancements/setbonuses/powerfulpunches                   | [Powerful Punches]                                    | Complete The Powerful Punches set.                                                                                                                                                                                                                                                                                                                                                                               | triumph:advancements/setbonuses/bronzearmor                       |
| triumph:advancements/setbonuses/root                              | [Perfectly Ready]                                     | Perfectly Ready                                                                                                                                                                                                                                                                                                                                                                                                  | -                                                                 |
| triumph:advancements/setbonuses/rubyarmor                         | [Cover Me With Blood]                                 | Complete the Cover Me With Blood set.                                                                                                                                                                                                                                                                                                                                                                            | triumph:advancements/setbonuses/goldarmor                         |
| triumph:advancements/setbonuses/sapphirearmor                     | [The Deep Blue Sea]                                   | Complete The Deep Blue Sea set.                                                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/setbonuses/goldarmor                         |
| triumph:advancements/setbonuses/savagery/boots                    | [Savagery]                                            | Complete the Savagery set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/savagery/chestplate               | [Savagery]                                            | Complete the Savagery set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/savagery/helmet                   | [Savagery]                                            | Complete the Savagery set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/savagery/leggings                 | [Savagery]                                            | Complete the Savagery set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/savagery/offhand                  | [Savagery]                                            | Complete the Savagery set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/savagery/savagery                 | [Savagery]                                            | Complete the Savagery set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/silverarmor                       | [Knight In Shining Armor]                             | Complete the Knight In Shining Armor set.                                                                                                                                                                                                                                                                                                                                                                        | triumph:advancements/setbonuses/ironarmor                         |
| triumph:advancements/setbonuses/skyblade                          | [Commander of the Skies]                              | Craft a Sky Blade                                                                                                                                                                                                                                                                                                                                                                                                | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/smashing/boots                    | [Smashing]                                            | Complete the Smashing set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/smashing/chestplate               | [Smashing]                                            | Complete the Smashing set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/smashing/helmet                   | [Smashing]                                            | Complete the Smashing set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/smashing/leggings                 | [Smashing]                                            | Complete the Smashing set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/smashing/mainhand                 | [Smashing]                                            | Complete the Smashing set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/smashing/smashing                 | [Smashing]                                            | Complete the Smashing set.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/setbonuses/root                              |
| triumph:advancements/setbonuses/takingaim                         | [Taking Aim]                                          | Complete the Taking Aim set.                                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/setbonuses/aworthycompromise                 |
| triumph:advancements/setbonuses/tannedleatherarmor                | [The Mighty Hunter]                                   | Complete The Mighty Hunter set.                                                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/setbonuses/leatherarmor                      |
| triumph:advancements/setbonuses/tideguardian/boots                | [Ebb And Flow]                                        | Complete the Ebb And Flow set.                                                                                                                                                                                                                                                                                                                                                                                   | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/tideguardian/chestplate           | [Ebb And Flow]                                        | Complete the Ebb And Flow set.                                                                                                                                                                                                                                                                                                                                                                                   | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/tideguardian/helmet               | [Ebb And Flow]                                        | Complete the Ebb And Flow set.                                                                                                                                                                                                                                                                                                                                                                                   | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/tideguardian/leggings             | [Ebb And Flow]                                        | Complete the Ebb And Flow set.                                                                                                                                                                                                                                                                                                                                                                                   | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/tideguardian/tideguardian         | [Ebb And Flow]                                        | Complete the Ebb And Flow set.                                                                                                                                                                                                                                                                                                                                                                                   | triumph:advancements/setbonuses/diamondarmor                      |
| triumph:advancements/setbonuses/truedarksedge                     | [Embrace The Pain]                                    | Craft a True Dark's Edge                                                                                                                                                                                                                                                                                                                                                                                         | triumph:advancements/setbonuses/darksedge                         |
| triumph:advancements/setbonuses/truelightsedge                    | [The Righteous Flame]                                 | Craft a True Light's Edge                                                                                                                                                                                                                                                                                                                                                                                        | triumph:advancements/setbonuses/lightsedge                        |
| triumph:advancements/setbonuses/ultimatetank                      | [Ultimate Tank]                                       | Complete the Ultimate Tank set.                                                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/setbonuses/onyxarmor                         |
